H,A,B,C,D,S,type0,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14,type15,type16,type17,label,type18
1.4279628180727506,-0.6012475023464209,0.3167285949860615,0.3811479702374637,0.28451890736036034,-1.8091107883102133,-0.8111071056538127,-0.8111071056538127,2.108878474699913,2.108878474699913,0.6488856845230501,-0.8111071056538127,-0.8111071056538127,-0.8111071056538127,0.6488856845230501,-0.8111071056538127,0.6488856845230501,-0.8111071056538127,-0.8111071056538127,0.6488856845230501,-0.8111071056538127,0.6488856845230501,0.6488856845230501,-0.8111071056538127,1,
-0.4854789015908534,-0.3348130355798988,-0.8370325889497476,2.1762847312693454,-0.460367923922361,-0.05859228122648189,0.6985354731356996,-0.7761505257063328,2.1732214719777323,-0.7761505257063328,0.6985354731356996,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,-0.7761505257063328,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,-0.7761505257063328,0.6985354731356996,-0.7761505257063328,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,1,2.1732214719777323
0.49802567206780946,0.612954673314227,0.7661933416427837,-0.14046877930117702,0.40863644887615136,-2.1453413565997947,-0.8528028654224417,-0.8528028654224417,1.1726039399558574,1.1726039399558574,1.1726039399558574,-0.8528028654224417,-0.8528028654224417,-0.8528028654224417,1.1726039399558574,-0.8528028654224417,-0.8528028654224417,1.1726039399558574,-0.8528028654224417,1.1726039399558574,-0.8528028654224417,-0.8528028654224417,1.1726039399558574,-0.8528028654224417,1,1.1726039399558574
-0.909118968684744,-0.0770439803970118,-0.030817592158804457,2.003143490322319,0.0847483784367139,-1.0709113275184696,0.795495128834866,-0.8838834764831842,2.4748737341529163,-0.8838834764831842,0.795495128834866,-0.8838834764831842,-0.8838834764831842,0.795495128834866,0.795495128834866,-0.8838834764831842,-0.8838834764831842,0.795495128834866,0.795495128834866,0.795495128834866,-0.8838834764831842,-0.8838834764831842,-0.8838834764831842,-0.8838834764831842,1,0.795495128834866
0.5749503306605908,1.0302409478334444,-1.438835091450109,0.1371708910713082,-1.2637233156143959,0.9601962374991593,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,0.6985354731356996,0.6985354731356996,-0.7761505257063328,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,2.1732214719777323,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,-0.7761505257063328,-0.7761505257063328,0.6985354731356996,-0.7761505257063328,-0.7761505257063328,1,2.1732214719777323
-0.15337753190735262,1.3979266479555905,0.16214196230205952,0.7668876595367662,-0.36372386138029406,-1.8098548765067664,-1.118033988749895,-1.118033988749895,0.8944271909999157,-1.118033988749895,0.8944271909999157,0.8944271909999157,-1.118033988749895,0.8944271909999157,0.8944271909999157,-1.118033988749895,-1.118033988749895,0.8944271909999157,0.8944271909999157,0.8944271909999157,0.8944271909999157,-1.118033988749895,0.8944271909999157,-1.118033988749895,1,
-1.6222869611051094,0.6564166894644944,0.00937738127806368,1.6410417236612367,-0.2719440570638627,-0.4126047762348259,0.9486832980505139,-1.0540925533894596,0.9486832980505139,-1.0540925533894596,0.9486832980505139,-1.0540925533894596,-1.0540925533894596,0.9486832980505139,0.9486832980505139,-1.0540925533894596,-1.0540925533894596,0.9486832980505139,0.9486832980505139,0.9486832980505139,-1.0540925533894596,-1.0540925533894596,-1.0540925533894596,0.9486832980505139,1,0.9486832980505139
0.2802833351793356,-0.8156559978814387,0.5070294040884613,0.5070294040884613,1.2817451395279742,-1.7604312850027959,-0.8838834764831842,-0.8838834764831842,0.795495128834866,0.795495128834866,0.795495128834866,0.795495128834866,-0.8838834764831842,0.795495128834866,2.4748737341529163,0.795495128834866,-0.8838834764831842,-0.8838834764831842,-0.8838834764831842,-0.8838834764831842,-0.8838834764831842,-0.8838834764831842,0.795495128834866,-0.8838834764831842,1,0.795495128834866
-1.0170122374124317,0.11622996998999258,-0.8252327869289445,1.6853345648548879,-0.8252327869289445,0.8659132764254426,0.9486832980505139,-1.0540925533894596,0.9486832980505139,-1.0540925533894596,0.9486832980505139,-1.0540925533894596,-1.0540925533894596,0.9486832980505139,0.9486832980505139,0.9486832980505139,-1.0540925533894596,-1.0540925533894596,0.9486832980505139,0.9486832980505139,-1.0540925533894596,-1.0540925533894596,-1.0540925533894596,0.9486832980505139,1,0.9486832980505139
-1.3853824501895688,0.4904008673237402,-0.9808017346474825,1.5938028188021574,-0.24520043366187116,0.5271809323730208,-0.8111071056538127,-0.8111071056538127,2.108878474699913,-0.8111071056538127,0.6488856845230501,-0.8111071056538127,0.6488856845230501,0.6488856845230501,0.6488856845230501,-0.8111071056538127,-0.8111071056538127,-0.8111071056538127,-0.8111071056538127,2.108878474699913,-0.8111071056538127,-0.8111071056538127,0.6488856845230501,0.6488856845230501,1,
